feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
-1.536688793036237,-0.9971231464793585,0.048336317241430504,1.1361013634463941,-0.5101644582248145,-0.3577358702061375,2.2712206917474944,-1.7817481028081996,1.878580157253945,0.15313275128555545,0.9299180333067032,2.4778940192725925,1
1.6976600182538681,-0.8713050610517774,-2.0000038759050707,0.9870148360637762,-2.7988698414769377,-1.5972365919101188,0.44144197040278566,1.2532557634510626,-0.022989899590386442,-1.5228972464858057,3.8339010969300737,0.7821605364116655,1
-2.120614992753215,-2.9440255560667077,1.2286448231385318,0.573723898173715,-0.6622799604834267,1.2106760427573298,0.18705361376083818,-1.445394428291396,0.4232816418926101,1.1811417914446827,1.1827190297409147,1.0008883625320006,1
2.8090397585429923,-0.6295828188698522,2.5168337708851696,-0.6594589432149472,1.8313281928923666,-2.9487350691274594,-1.4866839752286984,-0.047991105977372106,1.015247261998828,-1.2015981118316312,3.5548477400794396,-3.2350007292893324,3
1.2183038882734136,2.1517720617989315,-0.2910634957869416,-1.0732110461498128,-1.0068889651399302,-0.0018153212772628047,-2.0917067156365263,2.95467380220466,2.1559067603604576,-1.2713840013346638,2.163228711788555,-2.158277043775574,3
0.0815134744604932,-0.041704071350812444,-4.132392844418482,0.8430719543469527,-2.619181842108995,-2.763321534598103,1.3165250397860964,-2.6425529778014454,4.526044897378589,0.5530975887870563,4.082614621034685,0.6744981621651696,1
-0.27831693514896977,0.04674992065682182,1.1108761848832784,-1.739172755377838,1.24844129483076,1.206002242299396,0.5537307984088757,-0.6789634388248873,-4.315352003606678,-0.27934085055530444,-4.338679436302703,-3.463609188153116,2
3.775724040239406,-0.1159855802793428,-0.2860508946305679,1.3346737841356766,0.30567353175337875,-2.9811107777965757,-0.43767357994396916,2.478679898430652,-0.7314596222958627,-1.61542308289911,3.1982564616202738,0.9401295719931608,1
2.114401716479239,1.9725678091951444,1.67298672235625,-0.05326325321391308,0.45693810552804015,-2.153247919662112,1.1884694931566018,-1.2782279243322467,-0.3280310200146077,-0.29902845488685975,0.39302227172306575,-0.787002772891586,0
-0.29932022179123347,-1.3436549009924632,-0.02741526147180129,-0.7941744284492098,0.8001627903109729,1.3745009513885087,1.1218402427450922,2.376820249883393,-4.6150986790628235,-0.5527867751075789,-3.2777470945643956,-2.570025819997714,0
-1.4711723954440508,-2.573288716415992,-0.17584342968686428,-0.5194565435918242,1.577803038725122,-0.6374267014948929,2.54932314389307,0.4258200930643623,0.6926865833547234,-1.0650431177837292,-0.05974885374594741,-1.9405381182512587,2
2.012343990928198,0.47208120069178405,-2.2441652439921356,-0.9128341630995138,-1.8592830473139959,-2.7145834678122416,0.600942121204035,0.0017567651087790903,1.5737499003616988,0.5790151091200659,3.5387324707588292,-0.8744469739667438,1
1.4162983876174722,0.28344822086524,-1.9487401547641556,0.9365717260056047,0.4338138590052141,-1.44558418003305,-0.44297778646903807,1.1868529823840432,0.8932598755755552,-0.5590517124320251,1.1208994803389596,3.0389091025694954,2
-1.5299040949962788,-0.2132511698605397,1.854916764482721,2.2936191852464263,0.9344092777549905,1.2247763296461767,3.4992849502455203,0.9272396869121938,-2.2959561725913487,0.8199011613154698,-3.2093983174930547,-0.5984251327308674,2
-1.35897655077602,0.7051762007993901,0.15263921722958285,-0.6244184760156505,-0.06656416267127097,0.8771623334753813,-1.162191350381764,0.12160547767646812,3.3631666565397746,-0.5101864979160068,0.8727867988043776,-0.4180660527683515,3
1.7973264737888122,0.6867321713488406,0.7734192752091815,-0.016138028535631798,0.9784479528616998,-1.940775880587944,1.113492398727936,-1.5957492096528219,-1.5352079410569737,-0.31709064581768276,-0.5552001540078801,0.07182247608210535,0
2.047467970663295,3.200084628699742,3.332091013591403,-0.5275943592931474,2.9204327418122356,-2.9470873614641833,3.9712853047419516,-0.677482978777857,-0.5371150541416055,1.1862133140425088,-1.9676487388643629,-3.467334288608175,0
-1.2045257906367512,1.3625695270214435,-0.41114165681057946,-0.4934330639904791,-0.5238488463791595,0.3609896619356011,1.4631539756708436,-0.5122191043826714,1.8174310559301972,-2.2218207056998422,-0.6115650965439386,0.8851804454628239,1
-1.9781374017683995,1.526605039165772,-0.6709134286325946,-1.1835570145570518,0.9649846629951406,0.21466588653569785,2.102619785024323,4.2702937487457735,5.492472273836989,-0.8917090161545982,0.7178792837659543,-3.174424174746303,2
